participantId,championId,teamId,kills,deaths,win
1,39,100,7,4,True
2,145,100,7,1,True
3,121,100,1,0,True
4,99,100,0,0,True
5,111,100,1,2,True
6,105,200,1,3,False
7,101,200,1,3,False
8,67,200,2,3,False
9,82,200,3,6,False
10,53,200,0,2,False
